16, 160000.0
32, 320000.0
64, 320000.0
128, 320000.0
256, 365714.28571428574
512, 365714.28571428574
1024, 365714.28571428574
2048, 372363.63636363635
4096, 369009.009009009
8192, 367354.2600896861
16384, 298433.51548269583
32768, 295207.2072072072
65536, 295074.290859973
131072, 289854.04688191065
262144, 284197.7450130095
524288, 285032.07567685115
1048576, 292506.13702298596
2097152, 295635.8458914248
4194304, 295508.78923450876
